"시도별(1)","규모별(1)","시점",공장수 (개사)
"경기도","대기업","2009.2/2",20
"경기도","대기업","2010.1/2",12
"경기도","대기업","2010.2/2",-1
"경기도","대기업","2011.1/2",0
"경기도","대기업","2011.2/2",-6
"경기도","대기업","2012.1/2",-26
"경기도","대기업","2012.2/2",-4
"경기도","대기업","2013.1/2",-13
"경기도","대기업","2013.2/2",-1
"경기도","대기업","2014.1/2",-2
"경기도","대기업","2014.2/2",-3
"경기도","대기업","2015.1/2",-4
"경기도","대기업","2015.2/2",14
"경기도","대기업","2016.1/2",-1
"경기도","대기업","2016.2/2",1
"경기도","대기업","2017.1/2",-3
"경기도","중기업","2006.1/2",
"경기도","중기업","2006.2/2",32
"경기도","중기업","2007.1/2",117
"경기도","중기업","2007.2/2",49
"경기도","중기업","2008.2/2",
"경기도","중기업","2009.1/2",-18
"경기도","중기업","2009.2/2",-18
"경기도","중기업","2010.1/2",20
"경기도","중기업","2010.2/2",21
"경기도","중기업","2011.1/2",0
"경기도","중기업","2011.2/2",27
"경기도","중기업","2012.1/2",-15
"경기도","중기업","2012.2/2",-3
"경기도","중기업","2013.1/2",10
"경기도","중기업","2013.2/2",53
"경기도","중기업","2014.1/2",34
"경기도","중기업","2014.2/2",83
"경기도","중기업","2015.1/2",62
"경기도","중기업","2015.2/2",72
"경기도","중기업","2016.1/2",34
"경기도","중기업","2016.2/2",11
"경기도","중기업","2017.1/2",47
"경기도","소기업","2006.1/2",
"경기도","소기업","2006.2/2",1245
"경기도","소기업","2007.1/2",2124
"경기도","소기업","2007.2/2",1886
"경기도","소기업","2008.2/2",
"경기도","소기업","2009.1/2",1187
"경기도","소기업","2009.2/2",1484
"경기도","소기업","2010.1/2",1211
"경기도","소기업","2010.2/2",1421
"경기도","소기업","2011.1/2",0
"경기도","소기업","2011.2/2",1133
"경기도","소기업","2012.1/2",874
"경기도","소기업","2012.2/2",673
"경기도","소기업","2013.1/2",997
"경기도","소기업","2013.2/2",1741
"경기도","소기업","2014.1/2",995
"경기도","소기업","2014.2/2",1401
"경기도","소기업","2015.1/2",1166
"경기도","소기업","2015.2/2",2007
"경기도","소기업","2016.1/2",537
"경기도","소기업","2016.2/2",441
"경기도","소기업","2017.1/2",1001
"강원도","대기업","2006.1/2",
"강원도","대기업","2006.2/2",1
"강원도","대기업","2007.1/2",0
"강원도","대기업","2007.2/2",1
"강원도","대기업","2008.2/2",
"강원도","대기업","2009.1/2",0
"강원도","대기업","2009.2/2",0
"강원도","대기업","2010.1/2",0
"강원도","대기업","2010.2/2",-2
"강원도","대기업","2011.1/2",0
"강원도","대기업","2011.2/2",-1
"강원도","대기업","2012.1/2",0
"강원도","대기업","2012.2/2",0
"강원도","대기업","2013.1/2",-1
"강원도","대기업","2013.2/2",0
"강원도","대기업","2014.1/2",1
"강원도","대기업","2014.2/2",0
"강원도","대기업","2015.1/2",0
"강원도","대기업","2015.2/2",1
"강원도","대기업","2016.1/2",0
"강원도","대기업","2016.2/2",-1
"강원도","대기업","2017.1/2",-2
"강원도","중기업","2006.1/2",
"강원도","중기업","2006.2/2",4
"강원도","중기업","2007.1/2",5
"강원도","중기업","2007.2/2",-5
"강원도","중기업","2008.2/2",
"강원도","중기업","2009.1/2",4
"강원도","중기업","2009.2/2",3
"강원도","중기업","2010.1/2",6
"강원도","중기업","2010.2/2",7
"강원도","중기업","2011.1/2",0
"강원도","중기업","2011.2/2",5
"강원도","중기업","2012.1/2",9
"강원도","중기업","2012.2/2",8
"강원도","중기업","2013.1/2",-3
"강원도","중기업","2013.2/2",2
"강원도","중기업","2014.1/2",3
"강원도","중기업","2014.2/2",5
"강원도","중기업","2015.1/2",1
"강원도","중기업","2015.2/2",2
"강원도","중기업","2016.1/2",5
"강원도","중기업","2016.2/2",2
"강원도","중기업","2017.1/2",6
"강원도","소기업","2006.1/2",
"강원도","소기업","2006.2/2",72
"강원도","소기업","2007.1/2",81
"강원도","소기업","2007.2/2",100
"강원도","소기업","2008.2/2",
"강원도","소기업","2009.1/2",82
"강원도","소기업","2009.2/2",55
"강원도","소기업","2010.1/2",78
"강원도","소기업","2010.2/2",167
"강원도","소기업","2011.1/2",0
"강원도","소기업","2011.2/2",63
"강원도","소기업","2012.1/2",27
"강원도","소기업","2012.2/2",60
"강원도","소기업","2013.1/2",85
"강원도","소기업","2013.2/2",132
"강원도","소기업","2014.1/2",50
"강원도","소기업","2014.2/2",97
"강원도","소기업","2015.1/2",100
"강원도","소기업","2015.2/2",102
"강원도","소기업","2016.1/2",15
"강원도","소기업","2016.2/2",53
"강원도","소기업","2017.1/2",11
"충청북도","대기업","2006.1/2",
"충청북도","대기업","2006.2/2",-2
"충청북도","대기업","2007.1/2",-7
"충청북도","대기업","2007.2/2",10
"충청북도","대기업","2008.2/2",
"충청북도","대기업","2009.1/2",9
"충청북도","대기업","2009.2/2",12
"충청북도","대기업","2010.1/2",9
"충청북도","대기업","2010.2/2",-11
"충청북도","대기업","2011.1/2",0
"충청북도","대기업","2011.2/2",1
"충청북도","대기업","2012.1/2",-18
"충청북도","대기업","2012.2/2",-15
"충청북도","대기업","2013.1/2",-10
"충청북도","대기업","2013.2/2",3
"충청북도","대기업","2014.1/2",7
"충청북도","대기업","2014.2/2",8
"충청북도","대기업","2015.1/2",-3
"충청북도","대기업","2015.2/2",0
"충청북도","대기업","2016.1/2",2
"충청북도","대기업","2016.2/2",-3
"충청북도","대기업","2017.1/2",-5
"충청북도","중기업","2006.1/2",
"충청북도","중기업","2006.2/2",9
"충청북도","중기업","2007.1/2",21
"충청북도","중기업","2007.2/2",-12
"충청북도","중기업","2008.2/2",
"충청북도","중기업","2009.1/2",10
"충청북도","중기업","2009.2/2",11
"충청북도","중기업","2010.1/2",-4
"충청북도","중기업","2010.2/2",16
"충청북도","중기업","2011.1/2",0
"충청북도","중기업","2011.2/2",-6
"충청북도","중기업","2012.1/2",0
"충청북도","중기업","2012.2/2",-6
"충청북도","중기업","2013.1/2",-44
"충청북도","중기업","2013.2/2",20
"충청북도","중기업","2014.1/2",13
"충청북도","중기업","2014.2/2",3
"충청북도","중기업","2015.1/2",24
"충청북도","중기업","2015.2/2",8
"충청북도","중기업","2016.1/2",4
"충청북도","중기업","2016.2/2",2
"충청북도","중기업","2017.1/2",51
"충청북도","소기업","2006.1/2",
"충청북도","소기업","2006.2/2",128
"충청북도","소기업","2007.1/2",217
"충청북도","소기업","2007.2/2",62
"충청북도","소기업","2008.2/2",
"충청북도","소기업","2009.1/2",134
"충청북도","소기업","2009.2/2",147
"충청북도","소기업","2010.1/2",168
"충청북도","소기업","2010.2/2",289
"충청북도","소기업","2011.1/2",0
"충청북도","소기업","2011.2/2",80
"충청북도","소기업","2012.1/2",124
"충청북도","소기업","2012.2/2",-69
"충청북도","소기업","2013.1/2",262
"충청북도","소기업","2013.2/2",330
"충청북도","소기업","2014.1/2",162
"충청북도","소기업","2014.2/2",140
"충청북도","소기업","2015.1/2",212
"충청북도","소기업","2015.2/2",194
"충청북도","소기업","2016.1/2",205
"충청북도","소기업","2016.2/2",218
"충청북도","소기업","2017.1/2",217
"충청남도","대기업","2006.1/2",
"충청남도","대기업","2006.2/2",-1
"충청남도","대기업","2007.1/2",-16
"충청남도","대기업","2007.2/2",0
"충청남도","대기업","2008.2/2",
"충청남도","대기업","2009.1/2",1
"충청남도","대기업","2009.2/2",1
"충청남도","대기업","2010.1/2",5
"충청남도","대기업","2010.2/2",-17
"충청남도","대기업","2011.1/2",0
"충청남도","대기업","2011.2/2",-10
"충청남도","대기업","2012.1/2",-31
"충청남도","대기업","2012.2/2",-98
"충청남도","대기업","2013.1/2",-23
"충청남도","대기업","2013.2/2",3
"충청남도","대기업","2014.1/2",2
"충청남도","대기업","2014.2/2",-6
"충청남도","대기업","2015.1/2",3
"충청남도","대기업","2015.2/2",-3
"충청남도","대기업","2016.1/2",-2
"충청남도","대기업","2016.2/2",4
"충청남도","대기업","2017.1/2",-4
"충청남도","중기업","2006.1/2",
"충청남도","중기업","2006.2/2",8
"충청남도","중기업","2007.1/2",23
"충청남도","중기업","2007.2/2",28
"충청남도","중기업","2008.2/2",
"충청남도","중기업","2009.1/2",15
"충청남도","중기업","2009.2/2",16
"충청남도","중기업","2010.1/2",19
"충청남도","중기업","2010.2/2",58
"충청남도","중기업","2011.1/2",0
"충청남도","중기업","2011.2/2",31
"충청남도","중기업","2012.1/2",21
"충청남도","중기업","2012.2/2",-4
"충청남도","중기업","2013.1/2",13
"충청남도","중기업","2013.2/2",25
"충청남도","중기업","2014.1/2",16
"충청남도","중기업","2014.2/2",39
"충청남도","중기업","2015.1/2",10
"충청남도","중기업","2015.2/2",16
"충청남도","중기업","2016.1/2",22
"충청남도","중기업","2016.2/2",1
"충청남도","중기업","2017.1/2",15
"충청남도","소기업","2006.1/2",
"충청남도","소기업","2006.2/2",160
"충청남도","소기업","2007.1/2",234
"충청남도","소기업","2007.2/2",91
"충청남도","소기업","2008.2/2",
"충청남도","소기업","2009.1/2",167
"충청남도","소기업","2009.2/2",174
"충청남도","소기업","2010.1/2",140
"충청남도","소기업","2010.2/2",368
"충청남도","소기업","2011.1/2",0
"충청남도","소기업","2011.2/2",383
"충청남도","소기업","2012.1/2",160
"충청남도","소기업","2012.2/2",-289
"충청남도","소기업","2013.1/2",212
"충청남도","소기업","2013.2/2",258
"충청남도","소기업","2014.1/2",143
"충청남도","소기업","2014.2/2",213
"충청남도","소기업","2015.1/2",241
"충청남도","소기업","2015.2/2",241
"충청남도","소기업","2016.1/2",189
"충청남도","소기업","2016.2/2",231
"충청남도","소기업","2017.1/2",219
"전라북도","대기업","2006.1/2",
"전라북도","대기업","2006.2/2",-1
"전라북도","대기업","2007.1/2",0
"전라북도","대기업","2007.2/2",2
"전라북도","대기업","2008.2/2",
"전라북도","대기업","2009.1/2",1
"전라북도","대기업","2009.2/2",-1
"전라북도","대기업","2010.1/2",13
"전라북도","대기업","2010.2/2",-14
"전라북도","대기업","2011.1/2",0
"전라북도","대기업","2011.2/2",-7
"전라북도","대기업","2012.1/2",-3
"전라북도","대기업","2012.2/2",-1
"전라북도","대기업","2013.1/2",-7
"전라북도","대기업","2013.2/2",0
"전라북도","대기업","2014.1/2",-1
"전라북도","대기업","2014.2/2",1
"전라북도","대기업","2015.1/2",0
"전라북도","대기업","2015.2/2",2
"전라북도","대기업","2016.1/2",1
"전라북도","대기업","2016.2/2",0
"전라북도","대기업","2017.1/2",0
"전라북도","중기업","2006.1/2",
"전라북도","중기업","2006.2/2",6
"전라북도","중기업","2007.1/2",6
"전라북도","중기업","2007.2/2",11
"전라북도","중기업","2008.2/2",
"전라북도","중기업","2009.1/2",3
"전라북도","중기업","2009.2/2",3
"전라북도","중기업","2010.1/2",-9
"전라북도","중기업","2010.2/2",26
"전라북도","중기업","2011.1/2",0
"전라북도","중기업","2011.2/2",14
"전라북도","중기업","2012.1/2",10
"전라북도","중기업","2012.2/2",9
"전라북도","중기업","2013.1/2",3
"전라북도","중기업","2013.2/2",10
"전라북도","중기업","2014.1/2",12
"전라북도","중기업","2014.2/2",4
"전라북도","중기업","2015.1/2",7
"전라북도","중기업","2015.2/2",10
"전라북도","중기업","2016.1/2",6
"전라북도","중기업","2016.2/2",-2
"전라북도","중기업","2017.1/2",6
"전라북도","소기업","2006.1/2",
"전라북도","소기업","2006.2/2",99
"전라북도","소기업","2007.1/2",12
"전라북도","소기업","2007.2/2",93
"전라북도","소기업","2008.2/2",
"전라북도","소기업","2009.1/2",114
"전라북도","소기업","2009.2/2",140
"전라북도","소기업","2010.1/2",112
"전라북도","소기업","2010.2/2",250
"전라북도","소기업","2011.1/2",0
"전라북도","소기업","2011.2/2",106
"전라북도","소기업","2012.1/2",125
"전라북도","소기업","2012.2/2",64
"전라북도","소기업","2013.1/2",76
"전라북도","소기업","2013.2/2",170
"전라북도","소기업","2014.1/2",65
"전라북도","소기업","2014.2/2",136
"전라북도","소기업","2015.1/2",163
"전라북도","소기업","2015.2/2",197
"전라북도","소기업","2016.1/2",104
"전라북도","소기업","2016.2/2",144
"전라북도","소기업","2017.1/2",136
"전라남도","대기업","2006.1/2",
"전라남도","대기업","2006.2/2",-1
"전라남도","대기업","2007.1/2",0
"전라남도","대기업","2007.2/2",2
"전라남도","대기업","2008.2/2",
"전라남도","대기업","2009.1/2",4
"전라남도","대기업","2009.2/2",3
"전라남도","대기업","2010.1/2",2
"전라남도","대기업","2010.2/2",6
"전라남도","대기업","2011.1/2",0
"전라남도","대기업","2011.2/2",-1
"전라남도","대기업","2012.1/2",-3
"전라남도","대기업","2012.2/2",-39
"전라남도","대기업","2013.1/2",-7
"전라남도","대기업","2013.2/2",3
"전라남도","대기업","2014.1/2",2
"전라남도","대기업","2014.2/2",2
"전라남도","대기업","2015.1/2",0
"전라남도","대기업","2015.2/2",1
"전라남도","대기업","2016.1/2",1
"전라남도","대기업","2016.2/2",-2
"전라남도","대기업","2017.1/2",-2
"전라남도","중기업","2006.1/2",
"전라남도","중기업","2006.2/2",7
"전라남도","중기업","2007.1/2",15
"전라남도","중기업","2007.2/2",24
"전라남도","중기업","2008.2/2",
"전라남도","중기업","2009.1/2",6
"전라남도","중기업","2009.2/2",7
"전라남도","중기업","2010.1/2",3
"전라남도","중기업","2010.2/2",15
"전라남도","중기업","2011.1/2",0
"전라남도","중기업","2011.2/2",12
"전라남도","중기업","2012.1/2",6
"전라남도","중기업","2012.2/2",18
"전라남도","중기업","2013.1/2",3
"전라남도","중기업","2013.2/2",8
"전라남도","중기업","2014.1/2",1
"전라남도","중기업","2014.2/2",3
"전라남도","중기업","2015.1/2",4
"전라남도","중기업","2015.2/2",15
"전라남도","중기업","2016.1/2",3
"전라남도","중기업","2016.2/2",1
"전라남도","중기업","2017.1/2",6
"전라남도","소기업","2006.1/2",
"전라남도","소기업","2006.2/2",112
"전라남도","소기업","2007.1/2",23
"전라남도","소기업","2007.2/2",172
"전라남도","소기업","2008.2/2",
"전라남도","소기업","2009.1/2",107
"전라남도","소기업","2009.2/2",220
"전라남도","소기업","2010.1/2",102
"전라남도","소기업","2010.2/2",292
"전라남도","소기업","2011.1/2",0
"전라남도","소기업","2011.2/2",48
"전라남도","소기업","2012.1/2",94
"전라남도","소기업","2012.2/2",141
"전라남도","소기업","2013.1/2",79
"전라남도","소기업","2013.2/2",78
"전라남도","소기업","2014.1/2",61
"전라남도","소기업","2014.2/2",123
"전라남도","소기업","2015.1/2",108
"전라남도","소기업","2015.2/2",121
"전라남도","소기업","2016.1/2",60
"전라남도","소기업","2016.2/2",70
"전라남도","소기업","2017.1/2",204
"경상북도","대기업","2006.1/2",
"경상북도","대기업","2006.2/2",0
"경상북도","대기업","2007.1/2",2
"경상북도","대기업","2007.2/2",5
"경상북도","대기업","2008.2/2",
"경상북도","대기업","2009.1/2",9
"경상북도","대기업","2009.2/2",8
"경상북도","대기업","2010.1/2",5
"경상북도","대기업","2010.2/2",-4
"경상북도","대기업","2011.1/2",0
"경상북도","대기업","2011.2/2",-3
"경상북도","대기업","2012.1/2",-5
"경상북도","대기업","2012.2/2",-16
"경상북도","대기업","2013.1/2",-9
"경상북도","대기업","2013.2/2",0
"경상북도","대기업","2014.1/2",-4
"경상북도","대기업","2014.2/2",0
"경상북도","대기업","2015.1/2",0
"경상북도","대기업","2015.2/2",-1
"경상북도","대기업","2016.1/2",-2
"경상북도","대기업","2016.2/2",0
"경상북도","대기업","2017.1/2",-3
"경상북도","중기업","2006.1/2",
"경상북도","중기업","2006.2/2",17
"경상북도","중기업","2007.1/2",20
"경상북도","중기업","2007.2/2",16
"경상북도","중기업","2008.2/2",
"경상북도","중기업","2009.1/2",18
"경상북도","중기업","2009.2/2",4
"경상북도","중기업","2010.1/2",24
"경상북도","중기업","2010.2/2",32
"경상북도","중기업","2011.1/2",0
"경상북도","중기업","2011.2/2",4
"경상북도","중기업","2012.1/2",5
"경상북도","중기업","2012.2/2",10
"경상북도","중기업","2013.1/2",24
"경상북도","중기업","2013.2/2",18
"경상북도","중기업","2014.1/2",8
"경상북도","중기업","2014.2/2",12
"경상북도","중기업","2015.1/2",-4
"경상북도","중기업","2015.2/2",-12
"경상북도","중기업","2016.1/2",8
"경상북도","중기업","2016.2/2",13
"경상북도","중기업","2017.1/2",11
"경상북도","소기업","2006.1/2",
"경상북도","소기업","2006.2/2",105
"경상북도","소기업","2007.1/2",224
"경상북도","소기업","2007.2/2",193
"경상북도","소기업","2008.2/2",
"경상북도","소기업","2009.1/2",222
"경상북도","소기업","2009.2/2",185
"경상북도","소기업","2010.1/2",177
"경상북도","소기업","2010.2/2",468
"경상북도","소기업","2011.1/2",0
"경상북도","소기업","2011.2/2",238
"경상북도","소기업","2012.1/2",242
"경상북도","소기업","2012.2/2",324
"경상북도","소기업","2013.1/2",239
"경상북도","소기업","2013.2/2",392
"경상북도","소기업","2014.1/2",241
"경상북도","소기업","2014.2/2",249
"경상북도","소기업","2015.1/2",274
"경상북도","소기업","2015.2/2",341
"경상북도","소기업","2016.1/2",333
"경상북도","소기업","2016.2/2",180
"경상북도","소기업","2017.1/2",258
"경상남도","대기업","2006.1/2",
"경상남도","대기업","2006.2/2",4
"경상남도","대기업","2007.1/2",-1
"경상남도","대기업","2007.2/2",6
"경상남도","대기업","2008.2/2",
"경상남도","대기업","2009.1/2",22
"경상남도","대기업","2009.2/2",9
"경상남도","대기업","2010.1/2",13
"경상남도","대기업","2010.2/2",-56
"경상남도","대기업","2011.1/2",0
"경상남도","대기업","2011.2/2",-4
"경상남도","대기업","2012.1/2",-6
"경상남도","대기업","2012.2/2",-6
"경상남도","대기업","2013.1/2",-23
"경상남도","대기업","2013.2/2",-4
"경상남도","대기업","2014.1/2",-4
"경상남도","대기업","2014.2/2",0
"경상남도","대기업","2015.1/2",-3
"경상남도","대기업","2015.2/2",5
"경상남도","대기업","2016.1/2",-5
"경상남도","대기업","2016.2/2",1
"경상남도","대기업","2017.1/2",2
"경상남도","중기업","2006.1/2",
"경상남도","중기업","2006.2/2",25
"경상남도","중기업","2007.1/2",43
"경상남도","중기업","2007.2/2",23
"경상남도","중기업","2008.2/2",
"경상남도","중기업","2009.1/2",20
"경상남도","중기업","2009.2/2",9
"경상남도","중기업","2010.1/2",4
"경상남도","중기업","2010.2/2",63
"경상남도","중기업","2011.1/2",0
"경상남도","중기업","2011.2/2",15
"경상남도","중기업","2012.1/2",13
"경상남도","중기업","2012.2/2",5
"경상남도","중기업","2013.1/2",47
"경상남도","중기업","2013.2/2",22
"경상남도","중기업","2014.1/2",11
"경상남도","중기업","2014.2/2",13
"경상남도","중기업","2015.1/2",10
"경상남도","중기업","2015.2/2",5
"경상남도","중기업","2016.1/2",21
"경상남도","중기업","2016.2/2",10
"경상남도","중기업","2017.1/2",2
"경상남도","소기업","2006.1/2",
"경상남도","소기업","2006.2/2",335
"경상남도","소기업","2007.1/2",438
"경상남도","소기업","2007.2/2",484
"경상남도","소기업","2008.2/2",
"경상남도","소기업","2009.1/2",387
"경상남도","소기업","2009.2/2",201
"경상남도","소기업","2010.1/2",209
"경상남도","소기업","2010.2/2",726
"경상남도","소기업","2011.1/2",0
"경상남도","소기업","2011.2/2",305
"경상남도","소기업","2012.1/2",370
"경상남도","소기업","2012.2/2",324
"경상남도","소기업","2013.1/2",418
"경상남도","소기업","2013.2/2",236
"경상남도","소기업","2014.1/2",235
"경상남도","소기업","2014.2/2",403
"경상남도","소기업","2015.1/2",411
"경상남도","소기업","2015.2/2",455
"경상남도","소기업","2016.1/2",165
"경상남도","소기업","2016.2/2",302
"경상남도","소기업","2017.1/2",257
"제주도","대기업","2007.2/2",
"제주도","대기업","2008.2/2",
"제주도","대기업","2009.1/2",0
"제주도","대기업","2009.2/2",0
"제주도","대기업","2010.1/2",0
"제주도","대기업","2010.2/2",0
"제주도","대기업","2011.1/2",0
"제주도","대기업","2011.2/2",0
"제주도","대기업","2012.1/2",0
"제주도","대기업","2012.2/2",0
"제주도","대기업","2013.1/2",0
"제주도","대기업","2013.2/2",0
"제주도","대기업","2014.1/2",0
"제주도","대기업","2014.2/2",0
"제주도","대기업","2015.1/2",0
"제주도","대기업","2015.2/2",0
"제주도","대기업","2016.1/2",0
"제주도","대기업","2016.2/2",1
"제주도","대기업","2017.1/2",0
"제주도","중기업","2006.1/2",
"제주도","중기업","2006.2/2",0
"제주도","중기업","2007.1/2",-4
"제주도","중기업","2007.2/2",1
"제주도","중기업","2008.2/2",
"제주도","중기업","2009.1/2",0
"제주도","중기업","2009.2/2",0
"제주도","중기업","2010.1/2",2
"제주도","중기업","2010.2/2",0
"제주도","중기업","2011.1/2",0
"제주도","중기업","2011.2/2",0
"제주도","중기업","2012.1/2",1
"제주도","중기업","2012.2/2",-1
"제주도","중기업","2013.1/2",0
"제주도","중기업","2013.2/2",-1
"제주도","중기업","2014.1/2",2
"제주도","중기업","2014.2/2",-1
"제주도","중기업","2015.1/2",1
"제주도","중기업","2015.2/2",1
"제주도","중기업","2016.1/2",0
"제주도","중기업","2016.2/2",-2
"제주도","중기업","2017.1/2",0
"제주도","소기업","2006.1/2",
"제주도","소기업","2006.2/2",12
"제주도","소기업","2007.1/2",28
"제주도","소기업","2007.2/2",4
"제주도","소기업","2008.2/2",
"제주도","소기업","2009.1/2",18
"제주도","소기업","2009.2/2",11
"제주도","소기업","2010.1/2",13
"제주도","소기업","2010.2/2",36
"제주도","소기업","2011.1/2",0
"제주도","소기업","2011.2/2",15
"제주도","소기업","2012.1/2",-1
"제주도","소기업","2012.2/2",6
"제주도","소기업","2013.1/2",13
"제주도","소기업","2013.2/2",10
"제주도","소기업","2014.1/2",-37
"제주도","소기업","2014.2/2",19
"제주도","소기업","2015.1/2",10
"제주도","소기업","2015.2/2",3
"제주도","소기업","2016.1/2",10
"제주도","소기업","2016.2/2",-13
"제주도","소기업","2017.1/2",9
